x,y,z
-0.795,3.915,0.45
-0.79,3.96,0.455
-0.79,4.01,0.455
-0.79,4.06,0.46
-0.785,4.11,0.465
-0.785,4.165,0.465
-0.78,4.215,0.47
-0.78,4.265,0.47
-0.775,4.315,0.475
-0.775,4.37,0.475
-0.775,4.42,0.48
-0.77,4.465,0.48
-0.77,4.515,0.485
-0.765,4.565,0.49
-0.76,4.605,0.49
-0.755,4.645,0.49
-0.75,4.675,0.495
-0.74,4.705,0.495
-0.735,4.73,0.495
-0.725,4.75,0.5
-0.71,4.765,0.5
-0.695,4.78,0.5
-0.68,4.785,0.5
-0.665,4.79,0.5
-0.645,4.79,0.5
-0.625,4.79,0.505
-0.6,4.785,0.505
-0.58,4.78,0.505
-0.555,4.775,0.505
-0.535,4.765,0.5
-0.51,4.755,0.5
-0.48,4.74,0.5
-0.455,4.73,0.5
-0.43,4.715,0.5
-0.405,4.7,0.5
-0.38,4.69,0.5
-0.35,4.675,0.5
-0.32,4.66,0.5
-0.295,4.645,0.5
-0.265,4.625,0.5
-0.235,4.61,0.5
-0.205,4.595,0.5
-0.18,4.58,0.5
-0.145,4.565,0.5
-0.11,4.545,0.5
-0.08,4.53,0.5
-0.045,4.515,0.5
-0.005,4.495,0.5
0.03,4.48,0.5
0.07,4.46,0.5
0.11,4.44,0.5
0.155,4.42,0.5
0.2,4.405,0.5
0.25,4.385,0.5
0.29,4.365,0.5
0.335,4.345,0.5
0.38,4.325,0.5
0.425,4.31,0.5
0.47,4.29,0.5
0.515,4.27,0.5
0.55,4.255,0.5
0.585,4.245,0.5
0.615,4.23,0.5
0.645,4.22,0.5
0.67,4.21,0.5
0.69,4.2,0.5
0.705,4.195,0.5
0.72,4.19,0.5
0.73,4.185,0.5
0.74,4.18,0.5
0.745,4.18,0.5
0.755,4.18,0.5
0.755,4.175,0.5
0.76,4.175,0.5
0.76,4.18,0.5
0.755,4.18,0.5
0.755,4.185,0.5
0.755,4.19,0.5
0.75,4.195,0.5
0.745,4.2,0.5
0.74,4.21,0.5
0.735,4.215,0.5
0.73,4.225,0.5
0.73,4.24,0.5
0.725,4.25,0.5
0.72,4.26,0.5
0.715,4.275,0.5
0.715,4.285,0.5
0.71,4.3,0.5
0.71,4.31,0.5
0.705,4.325,0.5
0.705,4.34,0.5
0.705,4.35,0.5
0.705,4.365,0.5
0.705,4.375,0.5
0.705,4.385,0.5
0.705,4.395,0.5
0.705,4.405,0.5
0.71,4.415,0.5
0.71,4.42,0.5
0.71,4.43,0.5
0.715,4.43,0.5
0.715,4.435,0.5
0.715,4.44,0.5
0.72,4.44,0.5
0.72,4.435,0.5
0.725,4.43,0.5
0.725,4.425,0.5
0.725,4.415,0.5
0.725,4.405,0.5
0.725,4.395,0.5
0.725,4.385,0.5
0.72,4.37,0.5
0.72,4.355,0.5
0.72,4.34,0.5
0.715,4.32,0.5
0.71,4.305,0.5
0.71,4.285,0.5
0.705,4.26,0.5
0.7,4.24,0.5
0.695,4.215,0.5
0.685,4.19,0.5
0.68,4.165,0.5
0.675,4.14,0.5
0.665,4.11,0.5
0.66,4.085,0.5
0.65,4.06,0.5
0.645,4.03,0.5
0.635,4.005,0.5
0.625,3.975,0.5
0.615,3.945,0.5
0.605,3.915,0.5
0.595,3.885,0.5
0.585,3.855,0.5
0.575,3.825,0.5
0.565,3.79,0.5
0.555,3.76,0.5
0.545,3.725,0.5
0.535,3.7,0.5
0.52,3.665,0.5
0.51,3.63,0.5
0.5,3.595,0.5
0.485,3.56,0.5
0.475,3.525,0.5
0.46,3.485,0.5
0.445,3.445,0.5
0.43,3.405,0.5
0.415,3.365,0.5
0.4,3.32,0.5
0.385,3.275,0.5
0.37,3.235,0.5
0.355,3.185,0.5
0.34,3.145,0.5
0.325,3.1,0.5
0.31,3.05,0.5
0.295,3.005,0.5
0.275,2.96,0.5
0.26,2.91,0.5
0.245,2.865,0.5
0.225,2.82,0.5
0.21,2.775,0.5
0.195,2.73,0.5
0.18,2.685,0.5
0.165,2.64,0.5
0.15,2.6,0.5
0.135,2.555,0.5
0.12,2.515,0.5
0.105,2.47,0.5
0.09,2.425,0.5
0.075,2.38,0.5
0.06,2.335,0.5
0.045,2.29,0.5
0.025,2.245,0.5
0.01,2.195,0.5
-0.005,2.15,0.5
-0.025,2.1,0.5
-0.04,2.05,0.5
-0.055,2.005,0.5
-0.075,1.95,0.5
-0.09,1.905,0.5
-0.105,1.86,0.5
-0.125,1.81,0.5
-0.14,1.77,0.5
-0.15,1.735,0.5
-0.16,1.7,0.5
-0.17,1.675,0.5
-0.18,1.65,0.5
-0.185,1.635,0.5
-0.19,1.62,0.5
-0.19,1.615,0.5
-0.195,1.61,0.5
